timestamp,wind_speed,wind_direction
2018-09-01 00:00:00,4.44333333333,68.6853333333
2018-09-01 00:15:00,4.12246666667,71.7406666667
2018-09-01 00:30:00,3.42753333333,67.4346666667
2018-09-01 00:45:00,3.43786666667,68.1426666667
2018-09-01 01:00:00,3.68853333333,69.6953333333
2018-09-01 01:15:00,4.0478,62.3233333333
2018-09-01 01:30:00,3.60353333333,68.6346666667
2018-09-01 01:45:00,3.48773333333,62.7533333333
2018-09-01 02:00:00,3.23913333333,56.5153333333
2018-09-01 02:15:00,3.5418,59.566
2018-09-01 02:30:00,3.64633333333,55.224
2018-09-01 02:45:00,2.58693333333,65.8386666667
2018-09-01 03:00:00,2.70133333333,62.5246666667
2018-09-01 03:15:00,2.87366666667,65.0195333333
2018-09-01 03:30:00,2.8862,54.3306666667
2018-09-01 03:45:00,3.799,72.8473333333
2018-09-01 04:00:00,3.38293333333,60.0753333333
2018-09-01 04:15:00,2.78373333333,61.686
2018-09-01 04:30:00,2.94773333333,57.232
2018-09-01 04:45:00,2.82826666667,57.1866666667
2018-09-01 05:00:00,3.4924,68.764
2018-09-01 05:15:00,2.97653333333,68.6126666667
2018-09-01 05:30:00,3.36586666667,86.878
2018-09-01 05:45:00,3.01226666667,67.3425333333
2018-09-01 06:00:00,3.33993333333,63.5853333333
2018-09-01 06:15:00,3.19513333333,64.4933333333
2018-09-01 06:30:00,3.28706666667,71.8546666667
2018-09-01 06:45:00,3.69333333333,69.706
2018-09-01 07:00:00,3.28573333333,74.5633333333
2018-09-01 07:15:00,2.9014,91.412
2018-09-01 07:30:00,3.4178,88.5446666667
2018-09-01 07:45:00,3.40846666667,96.8966666667
2018-09-01 08:00:00,4.55893333333,98.5346666667
2018-09-01 08:15:00,5.8012,112.213333333
2018-09-01 08:30:00,5.98613333333,108.429333333
2018-09-01 08:45:00,5.54073333333,103.166
2018-09-01 09:00:00,6.0962,114.486666667
2018-09-01 09:15:00,5.85226666667,113.693333333
2018-09-01 09:30:00,5.34266666667,114.212
2018-09-01 09:45:00,5.70453333333,106.933333333
2018-09-01 10:00:00,5.66153333333,109.72
2018-09-01 10:15:00,5.36126666667,118.078666667
2018-09-01 10:30:00,6.02413333333,105.532
2018-09-01 10:45:00,5.16486666667,97.664
2018-09-01 11:00:00,5.9978,109.315333333
2018-09-01 11:15:00,5.27366666667,107.954666667
2018-09-01 11:30:00,5.59693333333,95.058
2018-09-01 11:45:00,6.17153333333,109.746
2018-09-01 12:00:00,6.72493333333,112.366666667
2018-09-01 12:15:00,6.31426666667,120.3
2018-09-01 12:30:00,5.77393333333,97.0246666667
2018-09-01 12:45:00,5.6454,110.357333333
2018-09-01 13:00:00,4.93286666667,116.193333333
2018-09-01 13:15:00,5.7166,119.896
2018-09-01 13:30:00,4.4282,114.093333333
2018-09-01 13:45:00,4.8738,85.362
2018-09-01 14:00:00,4.16733333333,92.4986666667
2018-09-01 14:15:00,5.31073333333,113.16
2018-09-01 14:30:00,5.64726666667,112.623333333
2018-09-01 14:45:00,6.1578,117.666666667
2018-09-01 15:00:00,5.20846666667,123.453333333
2018-09-01 15:15:00,5.99386666667,117.813333333
2018-09-01 15:30:00,5.78713333333,121.846666667
2018-09-01 15:45:00,4.554,126.106666667
2018-09-01 16:00:00,4.87646666667,126.82
2018-09-01 16:15:00,4.9402,115.333333333
2018-09-01 16:30:00,5.21026666667,106.286666667
2018-09-01 16:45:00,4.81753333333,111.317333333
2018-09-01 17:00:00,4.94106666667,104.62
2018-09-01 17:15:00,4.46013333333,116.853333333
2018-09-01 17:30:00,5.1542,108.372666667
2018-09-01 17:45:00,4.91126666667,104.124
2018-09-01 18:00:00,4.26213333333,120.94
2018-09-01 18:15:00,4.05186666667,115.393333333
2018-09-01 18:30:00,3.9276,117.006666667
2018-09-01 18:45:00,4.0534,107.913333333
2018-09-01 19:00:00,4.13886666667,112.093333333
2018-09-01 19:15:00,5.08746666667,114.406666667
2018-09-01 19:30:00,4.1954,122.14
2018-09-01 19:45:00,3.01233333333,125.533333333
